name,price,mileage,mpg,ext_color,int_color,transmission,rwd,condition,year,engine_size,engine_info
  488 Pista Coupe,539895,2049,17.5,Red Exterior,Carbon Leather Seats,7-Speed Automatic Transmission,yes,Used,2019,3.9,8-Cylinder Turbo Gas Engine
  F8 Spider,479272,3452,16.5,Bianco Avus Exterior,Rosso Ferrari Leather Seats,7-Speed Automatic Transmission,yes,Certified,2022,3.9,8-Cylinder Turbo Gas Engine
  Roma,279999,251,19.5,Rosso Corsa Exterior,Nero Leather Seats,8-Speed Automatic Transmission,yes,Certified,2023,3.9,8-Cylinder Turbo Gas Engine
  488 Spider,289995,11967,18.5,White Exterior,Red Leather Seats,7-Speed Automatic Transmission,yes,Used,2018,3.9,8-Cylinder Turbo Gas Engine
  488 GTB,279900,3258,18.5,Nero Daytona Metallic Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2019,3.9,8-Cylinder Turbo Gas Engine
  F8 Tributo,419888,2577,17.0,Bianco Cervino Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2022,3.9,8-Cylinder Turbo Gas Engine
  F8 Tributo,399900,1928,17.0,Argento Nurburgring Exterior,Blu Sterling Leather Seats,7-Speed Automatic Transmission,yes,Certified,2022,3.9,8-Cylinder Turbo Gas Engine
  F430 Coupe,139000,9547,13.5,Nero Ds Exterior,Nero Leather Seats,6-Speed Automatic Transmission,yes,Used,2007,4.3,8-Cylinder Gas Engine
  488 GTB,329977,5921,18.5,Rosso Scuderia Exterior,Rosso Ferrari Leather Seats,7-Speed Automatic Transmission,yes,Used,2018,3.9,8-Cylinder Turbo Gas Engine
  488 Spider,274900,14665,18.5,Nero Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2018,3.9,8-Cylinder Turbo Gas Engine
  California T,134995,26559,19.5,Blu Tour De France Metallic Exterior,Cuoio Leather Seats,7-Speed Automatic Transmission,yes,Used,2017,3.9,8-Cylinder Turbo Gas Engine
  Portofino M,347000,281,19.5,Black Exterior,Red Leather Seats,8-Speed Automatic Transmission,yes,Used,2023,3.9,8-Cylinder Turbo Gas Engine
  California T,129988,23066,19.5,Nero Daytona Metallic Exterior,Beige Tradizione Leather Seats,7-Speed Automatic Transmission,yes,Used,2016,3.9,8-Cylinder Turbo Gas Engine
  F8 Spider,409990,6683,16.5,Argento Nurburgring Exterior,Tan Leather Seats,7-Speed Automatic Transmission,yes,Certified,2021,3.9,8-Cylinder Turbo Gas Engine
  F8 Spider,469999,696,16.5,Rosso Corsa Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2022,3.9,8-Cylinder Turbo Gas Engine
  812 Superfast,384995,13505,14.0,Grigio Silverstone Metallic Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2020,6.5,12-Cylinder Gas Engine
  California T,154917,7822,19.5,Argento Nurburgring Metallic Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2016,3.9,8-Cylinder Turbo Gas Engine
  488 Spider,294985,13956,18.5,Nero Daytona Metallic Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2018,3.9,8-Cylinder Turbo Gas Engine
  812 Superfast,389995,3236,14.0,Rosso 70 Anni Exterior,Terra Bruciata Leather Seats,7-Speed Automatic Transmission,yes,Used,2018,6.5,12-Cylinder Gas Engine
  F430 Spider,114991,22627,13.5,Red Exterior,Brown Leather Seats,6-Speed Automatic Transmission,yes,Used,2006,4.3,8-Cylinder Gas Engine
  California,115900,4691,16.0,Nero Exterior,Beige Leather Seats,7-Speed Automatic Transmission,yes,Used,2010,4.3,8-Cylinder Gas Engine
  488 Spider,284998,4725,18.5,Red Exterior,Charcoal Leather Seats,7-Speed Automatic Transmission,yes,Used,2018,3.9,8-Cylinder Turbo Gas Engine
  Portofino,199991,9830,19.0,Nero Exterior,Bordeaux Leather Seats,7-Speed Automatic Transmission,yes,Used,2019,3.9,8-Cylinder Turbo Gas Engine
  488 Pista Coupe,549888,3221,17.5,Nero Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2020,3.9,8-Cylinder Turbo Gas Engine
  GTC4Lusso,164999,9931,14.5,Bianco Avus 100 Exterior,Nero 8500 Leather Seats,7-Speed Automatic Transmission,yes,Used,2018,6.3,12-Cylinder Gas Engine
  Portofino M,334991,438,19.5,Rosso California Exterior,Cuoio Toscano Leather Seats,8-Speed Automatic Transmission,yes,Certified,2022,3.9,8-Cylinder Turbo Gas Engine
  F430 Spider,139995,17985,13.0,Rosso Corsa Ds Exterior,Beige Leather Seats,6-Speed Manual Transmission,yes,Certified,2005,4.3,8-Cylinder Gas Engine
  812 GTS,629900,2241,13.5,Gray Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2021,6.5,12-Cylinder Gas Engine
  488 Pista Coupe,499995,14131,17.5,Giallo Modena Exterior,Carbon Leather Leather Seats,7-Speed Automatic Transmission,yes,Certified,2020,3.9,8-Cylinder Turbo Gas Engine
  488 Spider,299991,4893,18.5,Argento Nurburgring Metallic Exterior,Blue Sterling Leather Seats,7-Speed Automatic Transmission,yes,Certified,2017,3.9,8-Cylinder Turbo Gas Engine
  F8 Tributo,379450,761,17.0,Gray Exterior,Black Leather Seats,7-Speed Automatic Transmission,yes,Used,2020,3.9,8-Cylinder Turbo Gas Engine
  Portofino M,325000,4570,19.5,Grigio Silverstone Exterior,Nero Leather Seats,8-Speed Automatic Transmission,yes,Used,2022,3.9,8-Cylinder Turbo Gas Engine
  F8 Spider,479900,1132,16.5,Rosso Corsa Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2022,3.9,8-Cylinder Turbo Gas Engine
  Portofino M,309988,3419,19.5,Rosso Corsa Exterior,Beige Tradizione Leather Seats,8-Speed Automatic Transmission,yes,Certified,2022,3.9,8-Cylinder Turbo Gas Engine
  Roma,259900,2238,19.5,Blu Pozzi Exterior,Cuoio Leather Seats,8-Speed Automatic Transmission,yes,Certified,2022,3.9,8-Cylinder Turbo Gas Engine
  F430 Spider,159995,6400,13.5,Black Exterior,Black Leather Seats,Automatic Transmission,yes,Used,2008,4.3,8-Cylinder Gas Engine
  488 Spider,279900,6137,18.5,Bianco Avus Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2017,3.9,8-Cylinder Turbo Gas Engine
  458 Spider,215000,13946,15.0,Black Exterior,Beige/Tan Leather Seats,7-Speed Automatic Transmission,yes,Used,2013,4.5,8-Cylinder Gas Engine
  488 GTB,279900,3258,18.5,Nero Daytona Metallic Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2019,3.9,8-Cylinder Turbo Gas Engine
  458 Spider,299995,8236,15.0,Nero Exterior,Nero/Rosso Leather Seats,7-Speed Automatic Transmission,yes,Certified,2014,4.5,8-Cylinder Gas Engine
  California,124180,870,16.5,Rosso Scuderia Exterior,Castoro Leather Seats,7-Speed Automatic Transmission,yes,Used,2014,4.3,8-Cylinder Gas Engine
  F8 Tributo,370995,6547,17.0,Bianco Avus Exterior,Nero Interior,7-Speed Automatic Transmission,yes,Certified,2021,3.9,8-Cylinder Turbo Gas Engine
  F8 Spider,459799,1750,16.5,Grigio Silverstone Metallic Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2021,3.9,8-Cylinder Turbo Gas Engine
  Portofino,216777,5651,19.0,Rosso Corsa Exterior,Beige Tradizione Leather Seats,7-Speed Automatic Transmission,yes,Used,2019,3.9,8-Cylinder Turbo Gas Engine
  California T,109995,53459,19.5,Black Exterior,Black Leather Seats,7-Speed Automatic Transmission,yes,Used,2015,3.9,8-Cylinder Turbo Gas Engine
  488 Pista Coupe,489989,14426,17.5,Gray Exterior,Gray Leather Seats,7-Speed Automatic Transmission,yes,Used,2020,3.9,8-Cylinder Turbo Gas Engine
  F8 Tributo,354900,6210,17.0,Blue Tour De France Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2020,3.9,8-Cylinder Turbo Gas Engine
  360 Modena,169950,10798,12.5,Rosso Corsa Exterior,Beige Leather Seats,Manual Transmission,yes,Used,2002,3.6,8-Cylinder Gas Engine
  GTC4Lusso T,209000,9066,18.0,Grigio Alloy Exterior,Cuoio Leather Seats,7-Speed Automatic Transmission,yes,Used,2019,3.9,8-Cylinder Turbo Gas Engine
  Roma,284917,2137,19.5,Blu Roma Exterior,Tortora Leather Seats,8-Speed Automatic Transmission,yes,Certified,2022,3.9,8-Cylinder Turbo Gas Engine
  F8 Tributo,389990,4054,17.0,Grigio Scuro Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2022,3.9,8-Cylinder Turbo Gas Engine
  488 GTB,259900,5586,18.5,Grigio Silverstone Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2018,3.9,8-Cylinder Turbo Gas Engine
  Portofino M,299995,3139,19.5,Bianco Cervino Exterior,Nero Leather Seats,8-Speed Automatic Transmission,yes,Certified,2022,3.9,8-Cylinder Turbo Gas Engine
  F430 Coupe,159990,11089,13.5,Black Exterior,Black Leather Seats,6-Speed Automatic Transmission,yes,Used,2007,4.3,8-Cylinder Gas Engine
  Roma,268000,444,19.5,Bianco Avus Exterior,Iroko Leather Seats,8-Speed Automatic Transmission,yes,Used,2022,3.9,8-Cylinder Turbo Gas Engine
  599 GTB Fiorano,549900,728,13.0,Rosso Scuderia 2011 Exterior,Nero Leather Seats,6-Speed Manual Transmission,yes,Certified,2011,6.0,12-Cylinder Gas Engine
  488 GTB,231999,8374,18.5,Grigio Titanio Metallizzato Metallic Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2016,3.9,8-Cylinder Turbo Gas Engine
  488 GTB,274998,7641,18.5,Grigio Titanio Metallic Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2018,3.9,8-Cylinder Turbo Gas Engine
  F8 Spider,468795,3854,16.5,Rosso Scuderia Exterior,Beige Tradizione Leather Seats,7-Speed Automatic Transmission,yes,Certified,2021,3.9,8-Cylinder Turbo Gas Engine
  488 Spider,289900,5697,18.5,Nero Daytona Metallic Exterior,Charcoal Leather Seats,7-Speed Automatic Transmission,yes,Used,2017,3.9,8-Cylinder Turbo Gas Engine
  F8 Tributo,389990,929,17.0,Blu Corsa Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2022,3.9,8-Cylinder Turbo Gas Engine
  California T,151900,15238,19.5,Bianco Avus Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2017,3.9,8-Cylinder Turbo Gas Engine
  488 Spider,274900,7463,18.5,Rosso Corsa Exterior,Black Leather Seats,7-Speed Automatic Transmission,yes,Used,2016,3.9,8-Cylinder Turbo Gas Engine
  California T,137860,13344,19.5,Rosso California Exterior,Crema Leather Seats,7-Speed Automatic Transmission,yes,Used,2015,3.9,8-Cylinder Turbo Gas Engine
  488 Spider,259988,9419,18.5,White Exterior,Black Leather Seats,7-Speed Automatic Transmission,yes,Used,2016,3.9,8-Cylinder Turbo Gas Engine
  Roma,284900,574,19.5,White Exterior,Red Leather Seats,8-Speed Automatic Transmission,yes,Certified,2023,3.9,8-Cylinder Turbo Gas Engine
  488 Spider,279995,15730,18.5,Giallo Modena Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2017,3.9,8-Cylinder Turbo Gas Engine
  F8 Tributo,399900,859,17.0,Bianco Avus Exterior,Crema Leather Seats,7-Speed Automatic Transmission,yes,Certified,2022,3.9,8-Cylinder Turbo Gas Engine
  488 GTB,275990,10519,18.5,White Exterior,Rosso Ferrari W Seat Trim,7-Speed Automatic Transmission,yes,Used,2018,3.9,8-Cylinder Turbo Gas Engine
  488 GTB,259950,5101,18.5,Bianco Avus Exterior,Rosso Ferrari Leather Seats,7-Speed Automatic Transmission,yes,Used,2017,3.9,8-Cylinder Turbo Gas Engine
  Roma,279900,1780,19.5,Blue Exterior,Tan Leather Seats,8-Speed Automatic Transmission,yes,Used,2022,3.9,8-Cylinder Turbo Gas Engine
  Roma,254900,1331,19.5,Blu Tour De France Metallic Exterior,Cuoio Leather Seats,8-Speed Automatic Transmission,yes,Certified,2022,3.9,8-Cylinder Turbo Gas Engine
  458 Speciale Coupe,579900,6785,15.0,Red Exterior,Blue Interior,7-Speed Automatic Transmission,yes,Used,2015,4.5,8-Cylinder Gas Engine
  F8 Spider,519899,262,16.5,Red Exterior,Black Leather Seats,7-Speed Automatic Transmission,yes,Used,2022,3.9,8-Cylinder Turbo Gas Engine
  Portofino M,339900,452,19.5,Grigio Titanio Exterior,Nero Leather Seats,8-Speed Automatic Transmission,yes,Used,2022,3.9,8-Cylinder Turbo Gas Engine
  F8 Spider,529988,3094,16.5,Rosso Scuderia Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2022,3.9,8-Cylinder Turbo Gas Engine
  Portofino,216999,9255,19.0,Bianco Avus Exterior,Rosso Leather Seats,7-Speed Automatic Transmission,yes,Used,2019,3.9,8-Cylinder Turbo Gas Engine
  GTC4Lusso T,196900,31952,18.0,White Exterior,Rosso Ferrari Leather Seats,7-Speed Automatic Transmission,yes,Certified,2018,3.9,8-Cylinder Turbo Gas Engine
  488 GTB,329900,6141,18.5,Red Exterior,Tan Leather Seats,7-Speed Automatic Transmission,yes,Used,2017,3.9,8-Cylinder Turbo Gas Engine
  F430 Spider,179900,1187,12.5,Rosso Corsa Exterior,Tan Leather Seats,Automatic Transmission,yes,Used,2005,4.3,8-Cylinder Gas Engine
  F430 Spider,144988,23791,13.5,Rosso Corsa Exterior,Beige Leather Seats,Manual Transmission,yes,Used,2007,4.3,8-Cylinder Gas Engine
  F8 Tributo,349990,5098,17.0,Nero Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2021,3.9,8-Cylinder Turbo Gas Engine
  488 Spider,304900,9005,18.5,Bianco Avus Exterior,Rosso Ferrari Leather Seats,7-Speed Automatic Transmission,yes,Used,2019,3.9,8-Cylinder Turbo Gas Engine
  Portofino,225000,6222,19.0,Grigio Silverstone Exterior,Cuoio Leather Seats,7-Speed Automatic Transmission,yes,Certified,2019,3.9,8-Cylinder Turbo Gas Engine
  F8 Tributo,374900,7702,17.0,Rosso Corsa Exterior,Beige Tradizione Leather Seats,7-Speed Automatic Transmission,yes,Used,2021,3.9,8-Cylinder Turbo Gas Engine
  Roma,239988,6490,19.5,Nero Daytona Metallic Exterior,Nero Leather Seats,8-Speed Automatic Transmission,yes,Certified,2021,3.9,8-Cylinder Turbo Gas Engine
  F430 Coupe,135000,6644,13.5,Gray Exterior,Tan Leather Seats,Automatic Transmission,yes,Used,2007,4.3,8-Cylinder Gas Engine
  Roma,289895,2506,19.5,Grigio Silverstone Metallic Exterior,Cuoio Leather Seats,8-Speed Automatic Transmission,yes,Certified,2022,3.9,8-Cylinder Turbo Gas Engine
  812 GTS,568000,2381,13.5,Giallo Modena Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2021,6.5,12-Cylinder Gas Engine
  F8 Spider,519900,1722,16.5,Blu Corsa Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2022,3.9,8-Cylinder Turbo Gas Engine
  Portofino M,316900,3246,19.5,Bianco Cervino Exterior,Nero Leather Seats,8-Speed Automatic Transmission,yes,Certified,2022,3.9,8-Cylinder Turbo Gas Engine
  Roma,249000,1071,19.5,Grigio Alloy Metallic Exterior,Nero Leather Seats,8-Speed Automatic Transmission,yes,Certified,2021,3.9,8-Cylinder Turbo Gas Engine
  California,129900,21000,16.5,Grigio Silverstone Metallic Exterior,Charcoal Leather Seats,7-Speed Automatic Transmission,yes,Used,2014,4.3,8-Cylinder Gas Engine
  812 Superfast,339599,7754,14.0,Dark Gray Exterior,Rosso Ferrari Leather Seats,7-Speed Automatic Transmission,yes,Used,2019,6.5,12-Cylinder Gas Engine
  California T,165991,3305,19.5,Black Exterior,Cuoio Leather Seats,7-Speed Automatic Transmission,yes,Used,2016,3.9,8-Cylinder Turbo Gas Engine
  F8 Tributo,429800,5303,17.0,Verde British Exterior,Black Leather Seats,7-Speed Automatic Transmission,yes,Used,2021,3.9,8-Cylinder Turbo Gas Engine
  GTC4Lusso T,209900,7522,18.0,Black Exterior,Beige Leather Seats,7-Speed Automatic Transmission,yes,Certified,2019,3.9,8-Cylinder Turbo Gas Engine
  California T,151900,15238,19.5,Bianco Avus Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2017,3.9,8-Cylinder Turbo Gas Engine
  488 GTB,289999,1836,18.5,Rosso Scuderia Exterior,Crema Leather Seats,7-Speed Automatic Transmission,yes,Certified,2018,3.9,8-Cylinder Turbo Gas Engine
  812 GTS,599900,1628,13.5,Blue Exterior,Red Leather Seats,7-Speed Automatic Transmission,yes,Used,2021,6.5,12-Cylinder Gas Engine
  F8 Spider,520991,1059,16.5,Bianco Avus Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2023,3.9,8-Cylinder Turbo Gas Engine
  488 Spider,349900,1547,18.5,Blu Tour De France Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2019,3.9,8-Cylinder Turbo Gas Engine
  GTC4Lusso,239900,11800,14.5,Blue Abu Dhabi Metallic Exterior,Sabbia Leather Seats,7-Speed Automatic Transmission,yes,Used,2018,6.3,12-Cylinder Gas Engine
  California,121900,11327,16.0,Grigio Silverstone Metallic Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2013,4.3,8-Cylinder Gas Engine
  California T,126562,37596,19.5,Bianco Avus Exterior,Beige Tradizione Leather Seats,7-Speed Automatic Transmission,yes,Used,2016,3.9,8-Cylinder Turbo Gas Engine
  GTC4Lusso,280000,2721,14.5,Blu Elettrico Exterior,Red Leather Seats,7-Speed Automatic Transmission,yes,Used,2018,6.3,12-Cylinder Gas Engine
  Roma,274988,3629,19.5,Argento Nurburgring Metallic Exterior,Bordeaux Leather Seats,8-Speed Automatic Transmission,yes,Certified,2022,3.9,8-Cylinder Turbo Gas Engine
  488 GTB,279950,2655,18.5,Bianco Avus W/ Stealth Ppf Exterior,Nero & Rosso Ferrari Leather Seats,7-Speed Automatic Transmission,yes,Used,2018,3.9,8-Cylinder Turbo Gas Engine
  488 Spider,289988,23920,18.5,Bianco Avus Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2019,3.9,8-Cylinder Turbo Gas Engine
  F8 Spider,479900,961,16.5,Blue Exterior,Tan Leather Seats,7-Speed Automatic Transmission,yes,Certified,2022,3.9,8-Cylinder Turbo Gas Engine
  Roma,279900,1780,19.5,Blue Exterior,Tan Leather Seats,8-Speed Automatic Transmission,yes,Used,2022,3.9,8-Cylinder Turbo Gas Engine
  812 Superfast,409990,4368,14.0,Grigio Silverstone Metallic Exterior,Rosso Ferrari Leather Seats,7-Speed Automatic Transmission,yes,Used,2018,6.5,12-Cylinder Gas Engine
  F430 Spider,117505,20028,13.5,Silver Exterior,Blue Scuro Leather Seats,6-Speed Automatic Transmission,yes,Used,2006,4.3,8-Cylinder Gas Engine
  F430 Spider,154900,6515,13.5,Rosso Corsa Exterior,Beige Leather Seats,6-Speed Shiftable Automatic Transmission,yes,Used,2007,4.3,8-Cylinder Gas Engine
  California T,144988,19941,19.5,Nero Ds 1250 Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2017,3.9,8-Cylinder Turbo Gas Engine
  California,129900,14460,16.5,Rosso Fiorano Exterior,Cuoio Leather Seats,7-Speed Automatic Transmission,yes,Certified,2014,4.3,8-Cylinder Gas Engine
  488 GTB,299000,3850,18.5,Rosso Corsa Exterior,Beige Tradizone Leather Seats,7-Speed Automatic Transmission,yes,Used,2018,3.9,8-Cylinder Turbo Gas Engine
  Roma,265995,1700,19.5,Nero Daytona Metallic Exterior,Sabbia Leather Seats,8-Speed Automatic Transmission,yes,Certified,2022,3.9,8-Cylinder Turbo Gas Engine
  GTC4Lusso T,226900,1667,18.0,Rosso Corsa Exterior,Black Leather Seats,7-Speed Automatic Transmission,yes,Used,2019,3.9,8-Cylinder Turbo Gas Engine
  488 GTB,264000,13124,18.5,Bianco Avus Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2017,3.9,8-Cylinder Turbo Gas Engine
  California,110900,11253,16.0,Nero Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2010,4.3,8-Cylinder Gas Engine
  F8 Spider,498000,2491,16.5,Rosso Fiorano Exterior,Cuoio Tuscano Leather Seats,7-Speed Automatic Transmission,yes,Certified,2022,3.9,8-Cylinder Turbo Gas Engine
  488 GTB,238000,15850,18.5,Rosso Scuderia Exterior,Crema Leather Seats,7-Speed Automatic Transmission,yes,Used,2016,3.9,8-Cylinder Turbo Gas Engine
  488 Spider,284995,6900,18.5,Red Exterior,Red Leather Seats,7-Speed Automatic Transmission,yes,Used,2017,3.9,8-Cylinder Turbo Gas Engine
  F430 Spider,149988,15905,13.5,Rosso Corsa Ds Exterior,Cuoio Leather Seats,Automatic Transmission,yes,Used,2007,4.3,8-Cylinder Gas Engine
  California T,149990,10434,19.5,White Exterior,Black Leather Seats,7-Speed Automatic Transmission,yes,Used,2016,3.9,8-Cylinder Turbo Gas Engine
  488 GTB,222500,11818,18.5,Grigio Titanio Metallizzato Metallic Exterior,Bordeaux Leather Seats,7-Speed Automatic Transmission,yes,Certified,2016,3.9,8-Cylinder Turbo Gas Engine
  458 Italia Coupe,235900,9710,15.0,Bianco Avus Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2014,4.5,8-Cylinder Gas Engine
  458 Spider,278496,3498,15.0,Rosso Scuderia Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2015,4.5,8-Cylinder Gas Engine
  F8 Tributo,399990,3492,17.0,Rosso Corsa Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2021,3.9,8-Cylinder Turbo Gas Engine
  Roma,262900,1205,19.5,Grigio Exterior,Beige Tradizione Leather Seats,8-Speed Automatic Transmission,yes,Used,2021,3.9,8-Cylinder Turbo Gas Engine
  F12 Berlinetta,269800,14250,14.0,Bianco Avus Exterior,Blu Scuro Leather Seats,7-Speed Automatic Transmission,yes,Used,2014,6.3,12-Cylinder Gas Engine
  488 GTB,274900,1535,18.5,Silver Exterior,Blue Sterling Leather Seats,7-Speed Automatic Transmission,yes,Certified,2018,3.9,8-Cylinder Turbo Gas Engine
  488 GTB,279990,7348,18.5,Gray Exterior,Iroko Leather Seats,7-Speed Automatic Transmission,yes,Certified,2019,3.9,8-Cylinder Turbo Gas Engine
  Roma,262900,1672,19.5,Grigio Alloy Metallic Exterior,Nero Leather Seats,8-Speed Automatic Transmission,yes,Certified,2022,3.9,8-Cylinder Turbo Gas Engine
  488 GTB,274998,7641,18.5,Grigio Titanio Metallic Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2018,3.9,8-Cylinder Turbo Gas Engine
  458 Spider,219990,21116,15.0,Bianco Avus Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2014,4.5,8-Cylinder Gas Engine
  488 Spider,288888,6068,18.5,Bianco Avus Exterior,Charcoal Leather Seats,7-Speed Automatic Transmission,yes,Used,2017,3.9,8-Cylinder Turbo Gas Engine
  California,128500,2591,16.5,Giallo Modena Exterior,Black/Red Leather Seats,7-Speed Automatic Transmission,yes,Used,2014,4.3,8-Cylinder Gas Engine
  GTC4Lusso,269900,2407,14.5,Blu Pozzi Exterior,Iroko Leather Seats,7-Speed Automatic Transmission,yes,Certified,2019,6.3,12-Cylinder Gas Engine
  F8 Spider,498000,2491,16.5,Rosso Fiorano Exterior,Cuoio Tuscano Leather Seats,7-Speed Automatic Transmission,yes,Certified,2022,3.9,8-Cylinder Turbo Gas Engine
  488 GTB,369995,2365,18.5,Rosso Dino Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2018,3.9,8-Cylinder Turbo Gas Engine
  Portofino M,349998,32,19.5,Bianco Cervino Exterior,Rosso Ferrari Leather Seats,8-Speed Automatic Transmission,yes,Used,2023,3.9,8-Cylinder Turbo Gas Engine
  488 Spider,289900,8466,18.5,Blu Corsa Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2017,3.9,8-Cylinder Turbo Gas Engine
  Portofino,219900,7936,19.0,Nero Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2019,3.9,8-Cylinder Turbo Gas Engine
  California T,159995,35025,19.5,Red Exterior,Tan Leather Seats,7-Speed Automatic Transmission,yes,Used,2018,3.9,8-Cylinder Turbo Gas Engine
  GTC4Lusso,259995,7841,14.5,Black Exterior,Black Leather Seats,7-Speed Automatic Transmission,yes,Used,2018,6.3,12-Cylinder Gas Engine
  488 Spider,309995,9484,18.5,Blue Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2017,3.9,8-Cylinder Turbo Gas Engine
  Roma,279988,548,19.5,Grigio Titanio Exterior,Rosso Ferrari Leather Seats,8-Speed Automatic Transmission,yes,Certified,2022,3.9,8-Cylinder Turbo Gas Engine
  488 Spider,314900,4429,18.5,Red Exterior,Black Leather Seats,7-Speed Automatic Transmission,yes,Certified,2018,3.9,8-Cylinder Turbo Gas Engine
  488 GTB,244999,8204,18.5,Bianco Avus Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2016,3.9,8-Cylinder Turbo Gas Engine
  F12 Berlinetta,309900,4883,14.0,Rosso Corsa Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2017,6.3,12-Cylinder Gas Engine
  F12 Berlinetta,269999,17653,14.0,Nero Noctis Black Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2017,6.3,12-Cylinder Gas Engine
  488 Spider,329900,4934,18.5,Grigio Alloy Exterior,Crema Leather Seats,7-Speed Automatic Transmission,yes,Used,2019,3.9,8-Cylinder Turbo Gas Engine
  GTC4Lusso T,182424,7035,18.0,Bianco Italia Exterior,Rosso Ferrari Leather Seats,7-Speed Automatic Transmission,yes,Used,2018,3.9,8-Cylinder Turbo Gas Engine
  Portofino,217900,11777,19.0,Nero Ds 1250 Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2019,3.9,8-Cylinder Turbo Gas Engine
  488 Spider,369800,1712,18.5,Rosso Scuderia Exterior,Cuoio Leather Seats,7-Speed Automatic Transmission,yes,Used,2019,3.9,8-Cylinder Turbo Gas Engine
  488 Spider,238994,17823,18.5,Giallo Modena Yellow Exterior,Black Leather Seats,7-Speed Automatic Transmission,yes,Used,2017,3.9,8-Cylinder Turbo Gas Engine
  458 Spider,259900,8337,15.0,White Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2013,4.5,8-Cylinder Gas Engine
  Portofino M,309999,12012,19.5,Bianco Avus Exterior,Rosso Ferrari Leather Seats,8-Speed Automatic Transmission,yes,Used,2022,3.9,8-Cylinder Turbo Gas Engine
  Roma,259991,1702,19.5,Grigio Titanio Metallic Exterior,Cuoio Leather Seats,8-Speed Automatic Transmission,yes,Certified,2022,3.9,8-Cylinder Turbo Gas Engine
  Roma,280000,625,19.5,Red Exterior,Charcoal Leather Seats,8-Speed Automatic Transmission,yes,Used,2022,3.9,8-Cylinder Turbo Gas Engine
  F8 Spider,469000,6498,16.5,Bianco Cervino Exterior,Rosso Ferrari Leather Seats,7-Speed Automatic Transmission,yes,Certified,2021,3.9,8-Cylinder Turbo Gas Engine
  488 Spider,279900,6137,18.5,Bianco Avus Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2017,3.9,8-Cylinder Turbo Gas Engine
