name,price,mileage,engine,mpg,ext_color,int_color,transmission,rwd,condition,year
Used 2012 Ferrari California,"105,997","21,782",4.3L 8-Cylinder Gas Engine,13 City / 19 Highway ,Bianco Avus Exterior,Tan Leather Seats,7-Speed Automatic Transmission,yes,Used,2012
Used 2018 Ferrari 488 Spider,"321,750","11,247",3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,Rosso Corsa Metalizzato Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2018
Used 2019 Ferrari 488 Pista Coupe,"509,996","10,655",3.9L 8-Cylinder Turbo Gas Engine,15 City / 20 Highway ,Blu Tour De France Metallic Exterior,Blu Sterling Leather Seats,7-Speed Automatic Transmission,yes,Used,2019
Used 2021 Ferrari F8 Spider,"459,900","3,024",3.9L 8-Cylinder Turbo Gas Engine,15 City / 18 Highway ,Blue Tour De France Exterior,Tortora Leather Seats,7-Speed Automatic Transmission,yes,Used,2021
Used 2019 Ferrari 488 Pista Coupe,"479,900","9,939",3.9L 8-Cylinder Turbo Gas Engine,15 City / 20 Highway ,Giallo Modena Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2019
Certified 2018 Ferrari 488 Spider,"309,900","12,007",3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,Bianco Avus Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2018
Certified 2022 Ferrari F8 Spider,"479,990",490,3.9L 8-Cylinder Turbo Gas Engine,15 City / 18 Highway ,Bianco Cervino Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2022
Certified 2023 Ferrari Portofino M,"364,988",45,3.9L 8-Cylinder Turbo Gas Engine,16 City / 23 Highway ,Grigio Titanio Exterior,Rosso Maison Leather Seats,8-Speed Automatic Transmission,yes,Certified,2023
Used 2021 Ferrari F8 Spider,"449,900","1,485",3.9L 8-Cylinder Turbo Gas Engine,15 City / 18 Highway ,Rosso Corsa Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2021
Certified 2018 Ferrari 488 Spider,"279,988","12,976",3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,Grigio Titanio Exterior,Rosso Ferrari Leather Seats,7-Speed Automatic Transmission,yes,Certified,2018
Certified 2022 Ferrari F8 Tributo,"385,000","2,333",3.9L 8-Cylinder Turbo Gas Engine,15 City / 19 Highway ,Rosso Corsa Exterior,7-Speed Automatic Transmission,2 wheel drive - rear,yes,Certified,2022
Used 2022 Ferrari Roma,"264,727","3,759",3.9L 8-Cylinder Turbo Gas Engine,17 City / 22 Highway ,Nero Exterior,Nero Leather Seats,8-Speed Automatic Transmission,yes,Used,2022
Used 2017 Ferrari 488 GTB,"275,000","8,200",3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,Bianco Avus Exterior,Rosso Ferrari Leather Seats,7-Speed Automatic Transmission,yes,Used,2017
Used 2022 Ferrari Roma,"256,900","2,566",3.9L 8-Cylinder Turbo Gas Engine,17 City / 22 Highway ,Grigio Medio Exterior,Blu Sterling Leather Seats,8-Speed Automatic Transmission,yes,Used,2022
Certified 2022 Ferrari F8 Tributo,"379,990","3,296",3.9L 8-Cylinder Turbo Gas Engine,15 City / 19 Highway ,Rossomugello Exterior,Cioccolato Leather Seats,7-Speed Automatic Transmission,yes,Certified,2022
Used 2018 Ferrari 488 Spider,"319,488","5,248",3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,Rosso Corsa Exterior,Nero Leather W/Rosso Stitching Leather Seats,7-Speed Automatic Transmission,yes,Used,2018
Used 2002 Ferrari 575M Maranello,"109,900","28,722",5.7L 12-Cylinder Gas Engine,9 City / 16 Highway ,Red Exterior,Tan Leather Seats,Automatic Transmission,yes,Used,2002
Used 2020 Ferrari 812 Superfast,"399,900","1,982",6.5L 12-Cylinder Gas Engine,12 City / 16 Highway ,Argento Nurburgring Matte Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2020
Used 2019 Ferrari 812 Superfast,"429,000","4,541",6.5L 12-Cylinder Gas Engine,12 City / 16 Highway ,Rosso Fuocco Exterior,Cuoio Leather Seats,7-Speed Automatic Transmission,yes,Used,2019
Used 2019 Ferrari 488 Pista Coupe,"579,000","4,001",3.9L 8-Cylinder Turbo Gas Engine,15 City / 20 Highway ,Blu Elettrico Exterior,Black Leather Seats,7-Speed Automatic Transmission,yes,Used,2019
Certified 2022 Ferrari Roma,"299,988",399,3.9L 8-Cylinder Turbo Gas Engine,17 City / 22 Highway ,Bianco Avus Exterior,Rosso Ferrari Leather Seats,8-Speed Automatic Transmission,yes,Certified,2022
Certified 2021 Ferrari F8 Tributo,"363,898","6,028",3.9L 8-Cylinder Turbo Gas Engine,15 City / 19 Highway ,Rosso Scuderia Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2021
Used 2023 Ferrari Roma,"379,900",351,3.9L 8-Cylinder Turbo Gas Engine,17 City / 22 Highway ,Rosso Scuderia Exterior,Cuoio Leather Seats,8-Speed Automatic Transmission,yes,Used,2023
Used 2023 Ferrari Portofino M,"355,000",199,3.9L 8-Cylinder Turbo Gas Engine,16 City / 23 Highway ,Rosso Corsa Exterior,Beige Tradizione Leather Seats,8-Speed Automatic Transmission,yes,Used,2023
Used 2019 Ferrari 488 Pista Coupe,"499,000","6,719",3.9L 8-Cylinder Turbo Gas Engine,15 City / 20 Highway ,Rosso Corsa Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2019
Used 2016 Ferrari 488 Spider,"244,900","38,365",3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,Corsa Blue Metallic Exterior,Black Leather Seats,7-Speed Automatic Transmission,yes,Used,2016
Used 2018 Ferrari 488 Spider,"278,798","17,337",3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,Rosso Scuderia Exterior,Nero Interior,7-Speed Automatic Transmission,yes,Used,2018
Used 2020 Ferrari 812 Superfast,"399,900","1,982",6.5L 12-Cylinder Gas Engine,12 City / 16 Highway ,Argento Nurburgring Matte Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2020
Used 2019 Ferrari 488 GTB,"279,900","4,732",3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,Grigio Titanio Metallic Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2019
Certified 2018 Ferrari 812 Superfast,"319,900","9,476",6.5L 12-Cylinder Gas Engine,12 City / 16 Highway ,Bianco Avus Exterior,Black Leather Seats,7-Speed Automatic Transmission,yes,Certified,2018
Certified 2021 Ferrari F8 Tributo,"369,799","3,561",3.9L 8-Cylinder Turbo Gas Engine,15 City / 19 Highway ,Blue Exterior,7-Speed Automatic Transmission,2 wheel drive - rear,yes,Certified,2021
Used 2017 Ferrari 488 GTB,"269,999","6,909",3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,Rosso Mugello Exterior,Cuoio Leather Seats,7-Speed Automatic Transmission,yes,Used,2017
Certified 2019 Ferrari 488 GTB,"279,988","7,580",3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,Rosso Corsa Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2019
Certified 2021 Ferrari F8 Tributo,"370,995","6,547",3.9L 8-Cylinder Turbo Gas Engine,15 City / 19 Highway ,Bianco Avus Exterior,Nero Interior,7-Speed Automatic Transmission,yes,Certified,2021
Certified 2022 Ferrari Roma,"258,900","3,595",3.9L 8-Cylinder Turbo Gas Engine,17 City / 22 Highway ,Verde Zeltweg Exterior,Cuoio Leather Seats,8-Speed Automatic Transmission,yes,Certified,2022
Certified 2023 Ferrari Roma,"319,715",74,3.9L 8-Cylinder Turbo Gas Engine,17 City / 22 Highway ,Blu Pozzi Exterior,Rosso Ferrari Leather Seats,8-Speed Automatic Transmission,yes,Certified,2023
Certified 2018 Ferrari 812 Superfast,"389,988","5,068",6.5L 12-Cylinder Gas Engine,12 City / 16 Highway ,Grigio Silverstone Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2018
Certified 2019 Ferrari Portofino,"211,900","7,124",3.9L 8-Cylinder Turbo Gas Engine,16 City / 22 Highway ,Grigio Titanio Exterior,Cuoio Leather Seats,7-Speed Automatic Transmission,yes,Certified,2019
Used 2021 Ferrari F8 Tributo,"409,000","9,718",3.9L 8-Cylinder Turbo Gas Engine,15 City / 19 Highway ,Grigio Scuro Exterior,Rosso Ferrari Leather Seats,7-Speed Automatic Transmission,yes,Used,2021
Used 2022 Ferrari F8 Spider,"444,990","1,119",3.9L 8-Cylinder Turbo Gas Engine,15 City / 18 Highway ,Bianco Avus Exterior,Cuoio Leather Seats,7-Speed Automatic Transmission,yes,Used,2022
Used 2010 Ferrari California,"108,900","11,377",4.3L 8-Cylinder Gas Engine,13 City / 19 Highway ,Bianco Avus Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2010
Used 2018 Ferrari 488 Spider,"319,989","1,546",3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,Black Exterior,Tan Leather Seats,7-Speed Automatic Transmission,yes,Used,2018
Certified 2021 Ferrari F8 Spider,"539,900","1,907",3.9L 8-Cylinder Turbo Gas Engine,15 City / 18 Highway ,Rosso Dino Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2021
Certified 2022 Ferrari Roma,"254,900","1,247",3.9L 8-Cylinder Turbo Gas Engine,17 City / 22 Highway ,Blu Tour De France Exterior,Rosso Ferrari Leather Seats,8-Speed Automatic Transmission,yes,Certified,2022
Certified 2021 Ferrari 812 GTS,"589,777","3,961",6.5L 12-Cylinder Gas Engine,12 City / 15 Highway ,Grigio Silverstone Metallic Exterior,Rosso Ferrari Leather Seats,7-Speed Automatic Transmission,yes,Certified,2021
Used 2016 Ferrari 488 GTB,"249,900","7,069",3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,Grigio Alloy Metallic Exterior,Terra Bruciata Leather Seats,7-Speed Automatic Transmission,yes,Used,2016
Certified 2016 Ferrari California T,"147,890","8,669",3.9L 8-Cylinder Turbo Gas Engine,16 City / 23 Highway ,Rosso Corsa Exterior,Cuoio Leather Seats,7-Speed Automatic Transmission,yes,Certified,2016
Used 2020 Ferrari 812 Superfast,"359,000","14,303",6.5L 12-Cylinder Gas Engine,12 City / 16 Highway ,Nero Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2020
Used 2019 Ferrari 488 Spider,"299,990","12,789",3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,Rosso Corsa Exterior,Beige Tradizione Leather Seats,7-Speed Automatic Transmission,yes,Used,2019
Used 2005 Ferrari F430 Coupe,"119,990","29,295",4.3L 8-Cylinder Gas Engine,10 City / 15 Highway ,Rosso Corsa Ds Exterior,Beige Leather Seats,Automatic Transmission,yes,Used,2005
Used 2016 Ferrari 488 Spider,"271,995","7,352",3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,Black Exterior,Ferrari Red Leather Seats,7-Speed Automatic Transmission,yes,Used,2016
Used 2019 Ferrari Portofino,"209,900","20,569",3.9L 8-Cylinder Turbo Gas Engine,16 City / 22 Highway ,Rosso Corsa Exterior,"Beige Tradizione, Pr Leather Seats",7-Speed Automatic Transmission,yes,Used,2019
Certified 2020 Ferrari Portofino,"249,900","6,673",3.9L 8-Cylinder Turbo Gas Engine,16 City / 22 Highway ,Black Exterior,Red Leather Seats,7-Speed Automatic Transmission,yes,Certified,2020
Certified 2021 Ferrari 812 GTS,"618,995","2,468",6.5L 12-Cylinder Gas Engine,12 City / 15 Highway ,Grigio Gts Exterior,Cioccolato Leather Seats,7-Speed Automatic Transmission,yes,Certified,2021
Used 2014 Ferrari 458 Italia Coupe,"229,789","10,477",4.5L 8-Cylinder Gas Engine,13 City / 17 Highway ,Bianco Avus Exterior,Blue/Sand Leather Seats,7-Speed Automatic Transmission,yes,Used,2014
Used 2022 Ferrari Portofino M,"339,800",370,3.9L 8-Cylinder Turbo Gas Engine,16 City / 23 Highway ,Bianco Cervino Exterior,Red Leather Seats,8-Speed Automatic Transmission,yes,Used,2022
Used 2021 Ferrari 812 GTS,"599,900","1,558",6.5L 12-Cylinder Gas Engine,12 City / 15 Highway ,Rosso Corsa Exterior,Crema Leather Seats,7-Speed Automatic Transmission,yes,Used,2021
Certified 2016 Ferrari California T,"154,991","17,039",3.9L 8-Cylinder Turbo Gas Engine,16 City / 23 Highway ,Rosso Corsa Exterior,Cuoio Leather Seats,7-Speed Automatic Transmission,yes,Certified,2016
Used 2022 Ferrari SF90 Stradale,"594,888",314,Hybrid: Gas/Electric ,16 City / 20 Highway ,Est. 2.5hr Charging TimeSee Details,Bianco Avus Exterior,Rosso Ferrari Leather Seats,no,Used,2022
Used 2022 Ferrari F8 Spider,"465,999","1,122",3.9L 8-Cylinder Turbo Gas Engine,15 City / 18 Highway ,Nero Daytona Metallic Exterior,Rosso Ferrari Leather Seats,7-Speed Automatic Transmission,yes,Used,2022
Used 2018 Ferrari 488 Spider,"289,995","11,967",3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,White Exterior,Red Leather Seats,7-Speed Automatic Transmission,yes,Used,2018
Used 2019 Ferrari 488 Pista Coupe,"519,950","5,028",3.9L 8-Cylinder Turbo Gas Engine,15 City / 20 Highway ,Rosso Corsa Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2019
Certified 2022 Ferrari 812 GTS,"589,988",587,6.5L 12-Cylinder Gas Engine,12 City / 15 Highway ,Bianco Italia Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2022
Used 2020 Ferrari 812 Superfast,"385,812","1,818",6.5L 12-Cylinder Gas Engine,12 City / 16 Highway ,Grigio Titanio Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2020
Used 2023 Ferrari Roma,"284,900","1,012",3.9L 8-Cylinder Turbo Gas Engine,17 City / 22 Highway ,Red Exterior,Tan Leather Seats,8-Speed Automatic Transmission,yes,Used,2023
Certified 2016 Ferrari California T,"154,991","17,039",3.9L 8-Cylinder Turbo Gas Engine,16 City / 23 Highway ,Rosso Corsa Exterior,Cuoio Leather Seats,7-Speed Automatic Transmission,yes,Certified,2016
Certified 2023 Ferrari F8 Spider,"464,995",505,3.9L 8-Cylinder Turbo Gas Engine,15 City / 18 Highway ,Grigio Titanio Exterior,Red Leather Seats,7-Speed Automatic Transmission,yes,Certified,2023
Used 2018 Ferrari 488 Spider,"269,888","16,372",3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,Nero Ds 1250 Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2018
Certified 2021 Ferrari F8 Spider,"444,995","7,407",3.9L 8-Cylinder Turbo Gas Engine,15 City / 18 Highway ,Rosso Corsa Exterior,Carbon Leather Leather Seats,7-Speed Automatic Transmission,yes,Certified,2021
Used 2022 Ferrari F8 Spider,"519,900",928,3.9L 8-Cylinder Turbo Gas Engine,15 City / 18 Highway ,Red Exterior,Black Leather Seats,7-Speed Automatic Transmission,yes,Used,2022
Used 2019 Ferrari Portofino,"232,900","5,870",3.9L 8-Cylinder Turbo Gas Engine,16 City / 22 Highway ,Canna De Fucile Exterior,Blu Sterling Leather Seats,7-Speed Automatic Transmission,yes,Used,2019
Used 2022 Ferrari 812 GTS,"599,995","1,530",6.5L 12-Cylinder Gas Engine,12 City / 15 Highway ,Rosso Corsa Exterior,Cuoio Leather Seats,7-Speed Automatic Transmission,yes,Used,2022
Certified 2022 Ferrari SF90 Stradale,"629,999",588,Hybrid: Gas/Electric ,16 City / 20 Highway ,Est. 2.5hr Charging TimeSee Details,Nero Ds Exterior,Nero Leather Seats,no,Certified,2022
Certified 2022 Ferrari Portofino M,"299,900","1,314",3.9L 8-Cylinder Turbo Gas Engine,16 City / 23 Highway ,Nero Daytona Exterior,Sabbia Leather Seats,8-Speed Automatic Transmission,yes,Certified,2022
Used 2020 Ferrari 488 Pista Coupe,"579,995",657,3.9L 8-Cylinder Turbo Gas Engine,15 City / 20 Highway ,Nero Daytona Metallic Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2020
Used 2013 Ferrari 458 Italia Coupe,"189,995","4,500",4.5L 8-Cylinder Gas Engine,13 City / 17 Highway ,Rosso Scuderia Exterior,Red & Black Leather Seats,7-Speed Automatic Transmission,yes,Used,2013
Used 2018 Ferrari 488 GTB,"305,188","8,123",3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,Grigio Silverstone 740 Exterior,Nero 8500 Leather Seats,7-Speed Automatic Transmission,yes,Used,2018
Used 2020 Ferrari F8 Tributo,"455,900",609,3.9L 8-Cylinder Turbo Gas Engine,15 City / 19 Highway ,Maroon Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2020
Certified 2021 Ferrari F8 Spider,"468,795","3,854",3.9L 8-Cylinder Turbo Gas Engine,15 City / 18 Highway ,Rosso Scuderia Exterior,Beige Tradizione Leather Seats,7-Speed Automatic Transmission,yes,Certified,2021
Used 2021 Ferrari Roma,"237,998","3,652",3.9L 8-Cylinder Turbo Gas Engine,17 City / 22 Highway ,Rosso Corsa Exterior,Black With Rosso Stitching Leather Seats,8-Speed Automatic Transmission,yes,Used,2021
Certified 2015 Ferrari F12 Berlinetta,"279,995","13,187",6.3L 12-Cylinder Gas Engine,12 City / 16 Highway ,Leather Leather Seats,7-Speed Automatic Transmission,2 wheel drive - rear,yes,Certified,2015
Certified 2019 Ferrari Portofino,"219,990","2,529",3.9L 8-Cylinder Turbo Gas Engine,16 City / 22 Highway ,Argento Nurburgring Metallic Exterior,Rosso Ferrari Leather Seats,7-Speed Automatic Transmission,yes,Certified,2019
Certified 2021 Ferrari F8 Spider,"449,990","3,408",3.9L 8-Cylinder Turbo Gas Engine,15 City / 18 Highway ,Rosso Corsa Metallizzato Exterior,Beige Tradizione Leather Seats,7-Speed Automatic Transmission,yes,Certified,2021
Certified 2022 Ferrari Portofino M,"309,900","4,791",3.9L 8-Cylinder Turbo Gas Engine,16 City / 23 Highway ,Gray Exterior,Red Leather Seats,8-Speed Automatic Transmission,yes,Certified,2022
Used 2016 Ferrari 488 GTB,"259,900","8,178",3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,Gray Exterior,Tan Leather Seats,7-Speed Automatic Transmission,yes,Used,2016
Used 2020 Ferrari Portofino,"245,842","7,204",3.9L 8-Cylinder Turbo Gas Engine,16 City / 22 Highway ,Grigio Ferro Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2020
Used 2021 Ferrari 812 GTS,"619,985","1,444",6.5L 12-Cylinder Gas Engine,12 City / 15 Highway ,Bianco Avus Exterior,Cuoio Leather Seats,7-Speed Automatic Transmission,yes,Used,2021
Used 2017 Ferrari California T,"163,900","6,367",3.9L 8-Cylinder Turbo Gas Engine,16 City / 23 Highway ,Bianco Avus Exterior,Beige Tradizione Leather Seats,7-Speed Automatic Transmission,yes,Used,2017
Used 2019 Ferrari Portofino,"194,900","21,946",3.9L 8-Cylinder Turbo Gas Engine,16 City / 22 Highway ,Red Exterior,Black Leather Seats,7-Speed Automatic Transmission,yes,Used,2019
Used 2005 Ferrari F430 Spider,"149,980","25,390",4.3L 8-Cylinder Gas Engine,10 City / 15 Highway ,Red Exterior,Brown Leather Seats,6-Speed Automatic Transmission,yes,Used,2005
Used 2007 Ferrari F430 Spider,"133,900","19,852",4.3L 8-Cylinder Gas Engine,11 City / 16 Highway ,Black Exterior,Black Leather Seats,6-Speed Automatic Transmission,yes,Used,2007
Used 2021 Ferrari Roma,"259,995","2,229",3.9L 8-Cylinder Turbo Gas Engine,17 City / 22 Highway ,Nero Ds 1250 Exterior,Nero Leather Seats,8-Speed Automatic Transmission,yes,Used,2021
Certified 2015 Ferrari F12 Berlinetta,"269,900","23,646",6.3L 12-Cylinder Gas Engine,12 City / 16 Highway ,Giallo Modena Exterior,Cuoio Leather Seats,7-Speed Automatic Transmission,yes,Certified,2015
Used 2019 Ferrari 488 Pista Coupe,"524,995","4,107",3.9L 8-Cylinder Turbo Gas Engine,15 City / 20 Highway ,Azzurro Dino Exterior,Grey And Blue Alcantara Leather Seats,7-Speed Automatic Transmission,yes,Used,2019
Used 2019 Ferrari 812 Superfast,"354,991","7,984",6.5L 12-Cylinder Gas Engine,12 City / 16 Highway ,Rosso Corsa Exterior,Black Leather Seats,7-Speed Automatic Transmission,yes,Used,2019
Certified 2021 Ferrari F8 Spider,"459,799","1,750",3.9L 8-Cylinder Turbo Gas Engine,15 City / 18 Highway ,Grigio Silverstone Metallic Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2021
Certified 2023 Ferrari Roma,"279,990","1,584",3.9L 8-Cylinder Turbo Gas Engine,17 City / 22 Highway ,Grigio Silverstone Metallic Exterior,Cuoio Leather Seats,8-Speed Automatic Transmission,yes,Certified,2023
Used 2017 Ferrari 488 Spider,"237,991","21,106",3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,Nero Ds 1250 Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2017
Certified 2016 Ferrari F12 Berlinetta,"289,994","10,103",6.3L 12-Cylinder Gas Engine,12 City / 16 Highway ,Corsa Red Exterior,Black Interior,7-Speed Automatic Transmission,yes,Certified,2016
Certified 2021 Ferrari 812 GTS,"568,000","2,381",6.5L 12-Cylinder Gas Engine,12 City / 15 Highway ,Giallo Modena Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2021
Used 2016 Ferrari 488 GTB,"215,000","29,400",3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,Nero Daytona Metallic Exterior,Beige Leather Seats,7-Speed Automatic Transmission,yes,Used,2016
Used 2014 Ferrari F12 Berlinetta,"224,900","26,033",6.3L 12-Cylinder Gas Engine,12 City / 16 Highway ,Argento Nurburgring Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2014
Certified 2022 Ferrari 812 GTS,"634,900","1,318",6.5L 12-Cylinder Gas Engine,12 City / 15 Highway ,Red Exterior,Black Leather Seats,7-Speed Automatic Transmission,yes,Certified,2022
Certified 2018 Ferrari GTC4Lusso,"254,988","16,674",6.3L 12-Cylinder Gas Engine,12 City / 17 Highway ,Grigio Silverstone Metallic Exterior,Cuoio Leather Seats,7-Speed Automatic Transmission,yes,Certified,2018
Certified 2020 Ferrari 812 Superfast,"399,900","9,117",6.5L 12-Cylinder Gas Engine,12 City / 16 Highway ,Blu Tour De France Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2020
Used 2009 Ferrari F430 Scuderia,"264,900","20,920",4.3L 8-Cylinder Gas Engine,11 City / 16 Highway ,Giallo Modena Exterior,Nero Leather Seats,6-Speed Automatic Transmission,yes,Used,2009
Used 2018 Ferrari 488 GTB,"294,777","2,123",3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,Rosso Corsa Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2018
Used 2019 Ferrari GTC4Lusso T,"234,900",116,3.9L 8-Cylinder Turbo Gas Engine,15 City / 21 Highway ,Rosso California Exterior,Black Leather Seats,7-Speed Automatic Transmission,yes,Used,2019
Used 2021 Ferrari F8 Spider,"439,988","2,773",3.9L 8-Cylinder Turbo Gas Engine,15 City / 18 Highway ,Rosso Corsa Exterior,Beige Tradizione Leather Seats,7-Speed Automatic Transmission,yes,Used,2021
Used 2013 Ferrari California,"119,995","24,050",4.3L 8-Cylinder Gas Engine,13 City / 19 Highway ,Corsa Red Exterior,Beige Leather Seats,7-Speed Automatic Transmission,yes,Used,2013
Used 2005 Ferrari 360 Spider,"269,995","17,561",3.6L 8-Cylinder Gas Engine,10 City / 15 Highway ,Rosso Corsa Exterior,Brown Leather Seats,6-Speed Manual Transmission,yes,Used,2005
Used 2020 Ferrari Portofino,"254,991","4,742",3.9L 8-Cylinder Turbo Gas Engine,16 City / 22 Highway ,Azzurro Lechler Exterior,Rosso Ferrari Leather Seats,7-Speed Automatic Transmission,yes,Used,2020
Certified 2022 Ferrari Portofino M,"328,000",351,3.9L 8-Cylinder Turbo Gas Engine,16 City / 23 Highway ,Grigio Silverstone Exterior,Cuoio Leather Leather Seats,8-Speed Automatic Transmission,yes,Certified,2022
Certified 2013 Ferrari California,"149,900","8,129",4.3L 8-Cylinder Gas Engine,13 City / 19 Highway ,Blu Tour De France Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Certified,2013
Certified 2023 Ferrari Roma,"264,990","3,872",3.9L 8-Cylinder Turbo Gas Engine,17 City / 22 Highway ,Rosso Corsa Exterior,Nero Leather Seats,8-Speed Automatic Transmission,yes,Certified,2023
Used 2020 Ferrari F8 Tributo,"365,940","8,918",3.9L 8-Cylinder Turbo Gas Engine,15 City / 19 Highway ,Bianco Avus W/ Full Satin Ppf Exterior,White W/ Black Diamond Stitch Leather Seats,7-Speed Automatic Transmission,yes,Used,2020
Used 2021 Ferrari Roma,"239,800","2,695",3.9L 8-Cylinder Turbo Gas Engine,17 City / 22 Highway ,Giallo Modena Exterior,Black Leather Seats,8-Speed Automatic Transmission,yes,Used,2021
Used 2021 Ferrari Roma,"249,985","9,557",3.9L 8-Cylinder Turbo Gas Engine,17 City / 22 Highway ,Grigio Silverstone Metallic Exterior,Bordeaux Leather Seats,8-Speed Automatic Transmission,yes,Used,2021
Used 2019 Ferrari Portofino,"264,995","1,900",3.9L 8-Cylinder Turbo Gas Engine,16 City / 22 Highway ,Bianco Avus Exterior,Crema Leather Seats,7-Speed Automatic Transmission,yes,Used,2019
Certified 2017 Ferrari California T,"159,991","18,475",3.9L 8-Cylinder Turbo Gas Engine,16 City / 23 Highway ,Nero Ds 1250 Exterior,Rosso Ferrari Leather Seats,7-Speed Automatic Transmission,yes,Certified,2017
Used 2009 Ferrari F430 Scuderia,"299,000","4,928",4.3L 8-Cylinder Gas Engine,11 City / 16 Highway ,Black Exterior,Black Leather Seats,6-Speed Automatic Transmission,yes,Used,2009
Certified 2022 Ferrari Roma,"274,988","3,629",3.9L 8-Cylinder Turbo Gas Engine,17 City / 22 Highway ,Argento Nurburgring Metallic Exterior,Bordeaux Leather Seats,8-Speed Automatic Transmission,yes,Certified,2022
Certified 2017 Ferrari 488 Spider,"304,900","7,157",3.9L 8-Cylinder Turbo Gas Engine,15 City / 22 Highway ,Red Exterior,Tan Leather Seats,7-Speed Automatic Transmission,yes,Certified,2017
Used 2019 Ferrari GTC4Lusso T,"214,900","9,979",3.9L 8-Cylinder Turbo Gas Engine,15 City / 21 Highway ,Rosso Corsa Exterior,Nero Leather Seats,7-Speed Automatic Transmission,yes,Used,2019
Used 2009 Ferrari F430 Scuderia,"384,900","3,603",4.3L 8-Cylinder Gas Engine,11 City / 16 Highway ,Nero Ds 1250 Exterior,Black Leather Seats,6-Speed Automatic Transmission,yes,Used,2009
Used 2014 Ferrari 458 Spider,"259,900","8,603",4.5L 8-Cylinder Gas Engine,13 City / 17 Highway ,Grigio Titanio Metallic Exterior,Cuoio Leather Seats,7-Speed Automatic Transmission,yes,Used,2014
Used 2019 Ferrari Portofino,"264,995","1,900",3.9L 8-Cylinder Turbo Gas Engine,16 City / 22 Highway ,Bianco Avus Exterior,Crema Leather Seats,7-Speed Automatic Transmission,yes,Used,2019
Used 2019 Ferrari 812 Superfast,"369,000","7,049",6.5L 12-Cylinder Gas Engine,12 City / 16 Highway ,Grigio Ferro Met Exterior,Cuoio Leather Seats,7-Speed Automatic Transmission,yes,Used,2019
